date,price
2024-05-24 17:07:30.857,68638.34919711069
2024-05-24 18:03:46.633,68908.15939227039
2024-05-24 19:05:44.444,68950.52472592526
2024-05-24 20:06:35.558,69125.93779692547
2024-05-24 21:06:56.034,68849.45910684837
2024-05-24 22:06:05.852,68870.57540293492
2024-05-24 23:08:00.119,68752.397004538
2024-05-25 00:01:53.153,68516.81503743347
2024-05-25 01:03:43.905,68513.50178000105
2024-05-25 02:03:43.422,68601.25022347916
2024-05-25 03:05:15.334,68815.64466460436
2024-05-25 04:06:09.984,68726.13871497805
2024-05-25 05:07:51.320,68743.87758707978
2024-05-25 06:00:31.420,68696.97429338803
2024-05-25 07:08:02.798,68603.77919068921
2024-05-25 08:06:36.474,68790.86585631571
2024-05-25 09:00:28.536,68816.08783005807
2024-05-25 10:00:50.245,69073.55340110054
2024-05-25 11:04:52.555,69377.14519788539
2024-05-25 12:06:01.047,69060.56125305928
2024-05-25 13:00:43.898,69083.44269189866
2024-05-25 14:01:56.253,69005.36551361212
2024-05-25 15:01:54.380,69018.03004524765
2024-05-25 16:00:50.283,68879.8403264127
2024-05-25 17:00:15.553,68931.14146483659
2024-05-25 18:03:43.986,69058.43556711482
2024-05-25 19:01:01.989,69205.69972045138
2024-05-25 20:00:33.926,69175.65607843085
2024-05-25 21:02:13.442,69103.4914450543
2024-05-25 22:05:17.706,69160.78533173342
2024-05-25 23:05:57.766,69212.43529710067
2024-05-26 00:08:52.638,69227.47513083645
2024-05-26 01:03:39.967,69151.36220873042
2024-05-26 02:07:37.657,69163.31272398737
2024-05-26 03:03:39.366,68894.19465827703
2024-05-26 04:03:58.489,69044.24042813492
2024-05-26 05:03:58.014,68966.70450666099
2024-05-26 06:01:48.536,69151.45869407622
2024-05-26 07:03:15.566,69118.75862080802
2024-05-26 08:02:37.967,69313.36213644143
2024-05-26 09:04:49.370,69144.5906811381
2024-05-26 10:01:27.851,69054.56406396972
2024-05-26 11:02:04.864,69197.50845513552
2024-05-26 12:06:25.697,69089.47845223182
2024-05-26 13:07:26.226,68984.04478191007
2024-05-26 14:06:27.167,69144.24141504313
2024-05-26 15:04:55.441,69238.58831859007
2024-05-26 16:02:58.038,68821.14081046284
2024-05-26 17:03:20.974,68769.6621988354
2024-05-26 18:04:30.760,68742.81011275374
2024-05-26 19:05:22.510,68772.85862113793
2024-05-26 20:04:09.935,68854.1997175027
2024-05-26 21:02:26.297,68680.07532210716
2024-05-26 22:01:41.259,68463.24002014192
2024-05-26 23:08:45.923,68494.62424828911
2024-05-27 00:08:57.806,68496.17323161339
2024-05-27 01:08:03.663,68743.3648350921
2024-05-27 02:08:40.055,69090.04354377337
2024-05-27 03:00:39.319,69082.24640994534
2024-05-27 04:03:52.294,68823.41717008018
2024-05-27 05:04:33.473,68737.54439712655
2024-05-27 06:08:54.974,68522.04544829176
2024-05-27 07:07:26.945,68407.01523603172
2024-05-27 08:05:10.987,68612.64017783185
2024-05-27 09:02:50.203,68614.984570064
2024-05-27 10:03:57.122,68557.58056137219
2024-05-27 11:00:37.777,68531.33713160221
2024-05-27 12:03:59.884,68419.95546506553
2024-05-27 13:02:11.495,68583.82740051909
